,Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2270,2270,UN Forward Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2271,2271,UN Front Foot Elevated Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2272,2272,UNS Half-Kneeling Hip Flexor Stretch,,Strength,Quadriceps,Body Only,Intermediate,,
2273,2273,UNS Low Depth Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2274,2274,UNS Forward-To-Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2275,2275,Holman Towel Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2276,2276,Holman Towel Alternating Prisoner Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2277,2277,Holman Towel Alternating Lateral Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2278,2278,Holman Squat Pull-Through Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2279,2279,Holman 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2280,2280,Holman Foot-Elevated Knee-Up to Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2281,2281,Holman Feet-Elevated Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2282,2282,Holman Hands-Elevated Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2283,2283,Holman Hands-Elevated Jack to Split Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2284,2284,Holman Hands-Elevated Wide Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2285,2285,Holman Hands-Elevated Squat Thrust to Split Jack,,Strength,Quadriceps,Body Only,Intermediate,,
2286,2286,Holman Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2287,2287,Holman Squat Pulse,,Strength,Quadriceps,Body Only,Intermediate,,
2288,2288,Holman Jump-Out Push-Up,,Strength,Quadriceps,Body Only,Intermediate,,
2289,2289,Holman Alternating Forward Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2290,2290,Holman Burpee to Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2291,2291,Holman Pilates Single-Leg Stretch,,Strength,Quadriceps,Body Only,Intermediate,,
2292,2292,Holman Alternating Reverse Prisoner Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2293,2293,Holman Narrow-Wide Squat Jump to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2294,2294,Holman 180 Jump to Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2295,2295,Holman Imaginary Jump Rope,,Strength,Quadriceps,Body Only,Intermediate,,
2296,2296,Holman Fast Feet with Hands Up,,Strength,Quadriceps,Body Only,Intermediate,,
2297,2297,Holman Hands-Elevated Alternating Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2298,2298,Holman Right Split Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2299,2299,Holman Left Split Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2300,2300,Holman Plyometric Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2301,2301,Holman Quad Touch Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2302,2302,Holman Skate,,Strength,Quadriceps,Body Only,Intermediate,,
2303,2303,Holman Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2304,2304,Holman Flying Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2305,2305,Holman 90-Degree Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2306,2306,Holman Half Jack to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2307,2307,Holman Quick Feet to Quad Touch Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2308,2308,Holman Squat Thrust to Push-Up to Super Woman,,Strength,Quadriceps,Body Only,Intermediate,,
2309,2309,Holman Plyometric Jump to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2310,2310,Holman Standing Heel Click to Hands Down Heel Click,,Strength,Quadriceps,Body Only,Intermediate,,
2311,2311,Holman Burpee to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2312,2312,Holman Traveling Low Jack to Belly Touch,,Strength,Quadriceps,Body Only,Intermediate,,
2313,2313,Holman Flying Squat Thrust to Shoulder Tap,,Strength,Quadriceps,Body Only,Intermediate,,
2314,2314,Holman Squat Jump to Alternating Side Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2315,2315,Holman Low Squat with Low Diagonal Dumbbell Punch,,Strength,Quadriceps,Body Only,Intermediate,,
2316,2316,Holman Right Leg Hop to Right Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2317,2317,Holman Left Leg Hop to Left Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2318,2318,Holman Burpee to Open Stance,,Strength,Quadriceps,Body Only,Intermediate,,
2319,2319,Holman Diagonal Squat Thrust to Renegade Forward Punch,,Strength,Quadriceps,Body Only,Intermediate,,
2320,2320,Holman Bear Crawl,,Strength,Quadriceps,Body Only,Intermediate,,
2321,2321,Holman Bear Crawl to Donkey Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2322,2322,Holman Bear Crawl to Froggy Push-Up,,Strength,Quadriceps,Body Only,Intermediate,,
2323,2323,Holman Bear Crawl to Shoulder Tap,,Strength,Quadriceps,Body Only,Intermediate,,
2324,2324,Holman Burpee to Tuck Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2325,2325,Holman Burpee to Flying Squat Thrust to Tuck Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2326,2326,Holman Forward Lunge to Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2327,2327,Holman Renegade Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2328,2328,Holman Squat Jump to Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2329,2329,Holman Prisoner Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2330,2330,Holman Wide-to-Narrow Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2331,2331,Holman Donkey Run,,Strength,Quadriceps,Body Only,Intermediate,,
2332,2332,Holman Weighted Wide-to-Narrow Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2333,2333,Holman Wide-to-Narrow Donkey Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2334,2334,Holman Mule Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2335,2335,Holman Goal Post to Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2336,2336,Holman Frogger Squat to Heel Click,,Strength,Quadriceps,Body Only,Intermediate,,
2337,2337,Holman Stair Sprint,,Strength,Quadriceps,Body Only,Intermediate,,
2338,2338,Holman Stair Bear Crawl,,Strength,Quadriceps,Body Only,Intermediate,,
2339,2339,Holman Burpee to Flying Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2340,2340,Holman Flying Squat Thrust to Push-Up,,Strength,Quadriceps,Body Only,Intermediate,,
2341,2341,Holman Foot-Elevated Step-To-Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2342,2342,Holman Split Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2343,2343,Holman Stair Climb,,Strength,Quadriceps,Body Only,Intermediate,,
2344,2344,Holman Burpee to Flying Jack,,Strength,Quadriceps,Body Only,Intermediate,,
2345,2345,Holman Right Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2346,2346,Holman Left Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2347,2347,Holman Squat Tap to Hop,,Strength,Quadriceps,Body Only,Intermediate,,
2348,2348,Holman Squat Tap to Jump-Forward-Jump-Back,,Strength,Quadriceps,Body Only,Intermediate,,
2349,2349,Holman Squat Hip Drive,,Strength,Quadriceps,Body Only,Intermediate,,
2350,2350,Holman Alternating Double Lunge Hop,,Strength,Quadriceps,Body Only,Intermediate,,
2351,2351,Holman Right Reverse Lunge to Front Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2352,2352,Holman Right Leg Forward Lunge Hop,,Strength,Quadriceps,Body Only,Intermediate,,
2353,2353,Holman Right Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2354,2354,Holman Left Reverse Lunge to Front Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2355,2355,Holman Left Leg Forward Lunge Hop,,Strength,Quadriceps,Body Only,Intermediate,,
2356,2356,Holman Left Side Diagonal Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
2357,2357,Holman Left Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2358,2358,Holman Wide Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
2359,2359,Holman Alternating Single-Leg Hop to Squat to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2360,2360,Holman Right Lunge Hop to Chest Press,,Strength,Quadriceps,Body Only,Intermediate,,
2361,2361,Holman Left Lunge Hop to Overhead Press,,Strength,Quadriceps,Body Only,Intermediate,,
2362,2362,Holman 180 Jump Hop Forward Hop Back,,Strength,Quadriceps,Body Only,Intermediate,,
2363,2363,Holman Right Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2364,2364,Holman Left Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2365,2365,Holman Double Squat Pulse to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2366,2366,Holman Towel Left Side Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2367,2367,Holman Alternating Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2368,2368,Holman Lunge Jump to Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2369,2369,Holman Burpee with Belly Touch,,Strength,Quadriceps,Body Only,Intermediate,,
2370,2370,Bootstrapper squat,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form.",Strength,Quadriceps,Body Only,Intermediate,,
2371,2371,Total Fitness Broad Jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
2372,2372,Total Fitness Lateral Lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,,
2373,2373,Lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners.",Strength,Quadriceps,Body Only,Intermediate,,
2374,2374,Total Fitness Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Strength,Quadriceps,Body Only,Intermediate,,
2375,2375,Total Fitness Spider Lunge,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,,
2376,2376,Spider lunge stretch,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,,
2377,2377,Spider lunge with T-rotation,"The spider lunge with T-rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region. It is a great movement to include in a dynamic warm-up, or as mobility work anytime.",Strength,Quadriceps,Body Only,Intermediate,,
2378,2378,Standing quad stretch,"The standing quad stretch is a simple exercise designed to stretch the quadriceps, the big muscles that cover most of the thighs. This is a static stretch, meaning it’s usually performed by holding the stretched position for a certain length of time.",Strength,Quadriceps,Body Only,Intermediate,,
2379,2379,Vertical jump,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
2380,2380,King Maker Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,,
2381,2381,King Maker Explosive High Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
2382,2382,Muscle Beach Skip,,Strength,Quadriceps,Body Only,Intermediate,,
2383,2383,Muscle Beach Broad Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2384,2384,Muscle Beach Sprint,,Strength,Quadriceps,Body Only,Intermediate,,
2385,2385,Muscle Beach Front Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2386,2386,Muscle Beach Side Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2387,2387,Muscle Beach Spin Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2388,2388,Muscle Beach Freestyle Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2389,2389,MetaBurn Alternating Curtsy Lunge To Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2390,2390,MetaBurn Alternating Curtsy Lunge With High Knee,,Strength,Quadriceps,Body Only,Intermediate,,
2391,2391,MetaBurn Alternating Diagonal Sprawl,,Strength,Quadriceps,Body Only,Intermediate,,
2392,2392,MetaBurn Alternating Lateral Sprawl,,Strength,Quadriceps,Body Only,Intermediate,,
2393,2393,MetaBurn Curtsy Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2394,2394,MetaBurn Frogger,,Strength,Quadriceps,Body Only,Intermediate,,
2395,2395,MetaBurn High Knee Rotation,,Strength,Quadriceps,Body Only,Intermediate,,
2396,2396,MetaBurn Side-To-Side Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2397,2397,MetaBurn Star Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2398,2398,MetaBurn Tuck Jump With Knee Slap,,Strength,Quadriceps,Body Only,Intermediate,,
2399,2399,MetaBurn Lateral Bounding Hop,,Strength,Quadriceps,Body Only,Intermediate,,
2400,2400,MetaBurn Double Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2401,2401,Robertson Sprinter Step-Up,,Strength,Quadriceps,Body Only,Intermediate,,
2402,2402,FYR2 Front Kick-Through,,Strength,Quadriceps,Body Only,Intermediate,,
2403,2403,Lunge high-knee clap,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",Strength,Quadriceps,Body Only,Intermediate,,
2404,2404,FYR2 Plyo Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2405,2405,FYR2 Reverse Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
2406,2406,FYR2 Reverse Burpee to Regular Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
2407,2407,FYR2 Reverse Burpee Tuck Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2408,2408,FYR2 Sprawlee,,Strength,Quadriceps,Body Only,Intermediate,,
2409,2409,FYR2 Squat Hold,,Strength,Quadriceps,Body Only,Intermediate,,
2410,2410,FYR2 Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2411,2411,FYR2 Squat Pulse,,Strength,Quadriceps,Body Only,Intermediate,,
2412,2412,Sprinter burpee,The sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Strength,Quadriceps,Body Only,Intermediate,,
2413,2413,Shuttle run training,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Strength,Quadriceps,Body Only,Intermediate,,
2414,2414,Medicine ball ninja,"The medicine ball ninja is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs.",Plyometrics,Quadriceps,Medicine Ball,Intermediate,0.0,
2415,2415,FYR Air Ball Plus Medicine Ball Jumping Sprawl,"The medicine ball air ball to jumping sprawl is a series of bodyweight and medicine ball movement strung together into a single sequence. They collectively target virtually every muscle in the body, as well as seriously challenging the cardiovascular system. It can be a single-movement workout if done for high reps, or part of a larger circuit workout.",Strength,Quadriceps,Medicine Ball,Intermediate,,
2416,2416,Medicine ball cowboy squat,"The medicine ball cowboy squat is an explosive exercise targeting the lower body, although several upper-body muscles play important supporting roles. The move involves performing jumping squats while holding a medicine ball overhead. It's commonly performed as part of a bodyweight and medicine ball circuit focused on fat loss or athleticism.",Strength,Quadriceps,Medicine Ball,Intermediate,,
2417,2417,Medicine ball jumping jill,"The medicine ball jumping jill is an explosive medicine ball exercise that is similar to a jumping jack but performed holding a medicine ball between the hands. It can be performed for time or reps in a dynamic warm-up or fat-loss or conditioning circuit, usually paired with other bodyweight or medicine ball movements.",Strength,Quadriceps,Medicine Ball,Intermediate,,
2421,2421,Dumbbell lateral hop to sprint,"The dumbbell lateral hop to sprint is a multi-part explosive exercise combining weighted hops with weighted sprinting. Adding dumbbells adds a challenge to the core and shoulders. Because balance can be a challenge, it is usually performed with relatively light weights, often as a component of fat-loss or athletic training.",Plyometrics,Quadriceps,,Intermediate,0.0,
2422,2422,Smith machine lunge sprint,"The Smith machine lunge sprint is a lower-body power exercise performed with the bar of a Smith machine on the back. It is similar to an alternating jump lunge or ""scissor lunge,"" but with added weight. The contained bar of the Smith machine makes it safer and less of a balance challenge than using a free weight.",Strength,Quadriceps,,Intermediate,0.0,Average
2423,2423,Sissy squat,"The sissy squat is a bodyweight squat variation that involves letting the knees travel far over the toes, placing an extreme stretch on the quads. This movement targets the quad muscles directly and can be performed in partial or full ranges of motion based on knee health and pain.",Strength,Quadriceps,,Intermediate,,
2424,2424,Wall ball toss,"The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts and can be performed for time or reps.",Plyometrics,Quadriceps,Exercise Ball,Intermediate,8.0,Average
2426,2426,Exercise ball Bulgarian split squat,"The exercise ball Bulgarian split squat is an exercise that builds the quads, hamstrings, and glutes one leg at a time. The exercise ball is used to support the trailing shin and foot. Due to the balance challenge, this version of the split squat is usually performed for moderate to high reps with body weight only or light weights in the hands. If balance is a problem, you can stick the ball in the corner of a room while performing the exercise.",Strength,Quadriceps,Exercise Ball,Intermediate,,
